drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
BUSULFAN,ANASTROZOLE,PC3,2478,2187,0.682836179,2.797745644,-1.211608049,-0.840218056,1.604,NA
CELECOXIB,ANASTROZOLE,PC3,2662,2187,0.234767968,-1.987446949,-4.568905511,-3.778577155,-1.9685,NA
CHLORAMBUCIL,ANASTROZOLE,PC3,2708,2187,-6.252507442,-4.994037491,-4.736742371,-4.659274444,5.4505,antagonism
CRIZOTINIB,ANASTROZOLE,PC3,11626560,2187,-2.075322584,-0.383872413,-3.09165587,-0.879654872,-1.0705,antagonism
DASATINIB,ANASTROZOLE,PC3,3062316,2187,-2.441170957,-0.3145646,-1.608433095,-0.077907244,5.551,antagonism
DEXRAZOXANE,ANASTROZOLE,PC3,71384,2187,-3.592623444,-0.231650742,0.080107147,0.1118922,5.0905,NA
EXEMESTANE,ANASTROZOLE,PC3,60198,2187,0.662851859,0.433733709,1.166804402,0.728226326,20.2135,synergy
GEFITINIB,ANASTROZOLE,PC3,123631,2187,-1.070312152,0.106708516,0.321943326,0.445615215,3.2365,NA
LAPATINIB,ANASTROZOLE,PC3,208908,2187,-3.06311738,0.497563057,0.688259135,0.447406379,5.683,NA
LENALIDOMIDE,ANASTROZOLE,PC3,216326,2187,0.289928019,3.592146922,3.949994218,3.95467077,-0.4835,synergy
LETROZOLE,ANASTROZOLE,PC3,3902,2187,0.264509639,-1.920654316,-2.411406694,-2.987495697,-1.3915,NA
MEGESTROL ACETATE,ANASTROZOLE,PC3,11683,2187,1.452712911,3.114592774,0.386458601,-0.116998556,3.865,NA
MITOTANE,ANASTROZOLE,PC3,4211,2187,2.084383849,4.893655587,1.072270244,1.194226367,5.489,synergy
PAZOPANIB HYDROCHLORIDE,ANASTROZOLE,PC3,11525740,2187,-0.704095374,-4.050281577,-3.742238506,-3.725371462,-2.467,antagonism
RUXOLITINIB,ANASTROZOLE,PC3,25126798,2187,1.648459675,1.347982928,0.194815687,-0.308665036,0.67,NA
TEMOZOLOMIDE,ANASTROZOLE,PC3,5394,2187,2.247873268,1.036673907,-3.250992318,-2.326694944,1.8265,NA
THIOTEPA,ANASTROZOLE,PC3,5453,2187,-2.919640392,-1.66313373,-3.10438374,-2.300189156,-1.334,antagonism
TRETINOIN,ANASTROZOLE,PC3,444795,2187,-0.738887678,1.528831297,1.369616755,1.556671007,3.6015,NA
VEMURAFENIB,ANASTROZOLE,PC3,42611257,2187,1.933581949,2.102929172,1.195815641,0.64016613,3.087,synergy
5-FLUORO-2'-DEOXYURIDINE,BORTEZOMIB,PC3,3363,387447,-1.128939715,2.544142134,-8.7939751,5.944449267,-5.624,NA
5-FU,BORTEZOMIB,PC3,3385,387447,2.193617791,3.818457957,4.943860262,4.947004104,9.6455,synergy
ALLOPURINOL,BORTEZOMIB,PC3,2094,387447,2.752585425,3.320860262,-56.63861724,1.366728075,3.8055,NA
ALTRETAMINE,BORTEZOMIB,PC3,2123,387447,1.085833481,5.331801638,2.693545478,4.287499464,6.0665,synergy
AXITINIB,BORTEZOMIB,PC3,6450551,387447,0.521330084,-0.99676138,-5.051976919,-3.339942814,1.243,NA
BUSULFAN,BORTEZOMIB,PC3,2478,387447,-2.172718697,-0.04216999,-22.73760734,-0.014350444,1.7565,antagonism
CHEMBL277800,BORTEZOMIB,PC3,354624,387447,-0.801662783,-1.360330972,-4.038986609,0.908251333,0.872,NA
CHLORAMBUCIL,BORTEZOMIB,PC3,2708,387447,-1.269962226,-7.50789374,-6.381200966,-6.399922672,-4.138,antagonism
CRIZOTINIB,BORTEZOMIB,PC3,11626560,387447,-2.664126139,0.41888419,-0.509215949,0.239900684,1.81,NA
DEXRAZOXANE,BORTEZOMIB,PC3,71384,387447,-5.562869644,-0.187601522,0.981997609,0.915132884,3.905,NA
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,PC3,176871,387447,32.72081318,34.42788374,31.75054873,31.04311589,64.736,synergy
EXEMESTANE,BORTEZOMIB,PC3,60198,387447,-1.053454315,-2.136383563,-0.657013998,-0.988995896,14.767,antagonism
GEFITINIB,BORTEZOMIB,PC3,123631,387447,-2.771219452,-1.836260861,-0.326448353,-0.51582923,1.666,antagonism
IMIQUIMOD,BORTEZOMIB,PC3,57469,387447,-1.812060436,-4.630012673,-28.05019706,-6.737776147,-13.808,antagonism
LAPATINIB,BORTEZOMIB,PC3,208908,387447,-1.034891393,-4.647139388,-46.20322675,-5.694636833,-13.2205,antagonism
LENALIDOMIDE,BORTEZOMIB,PC3,216326,387447,3.117907936,0.711556498,2.124026739,2.124004104,0.585,synergy
MEGESTROL ACETATE,BORTEZOMIB,PC3,11683,387447,0.754320987,3.838100478,-1.075676744,0.64250163,3.7555,NA
METHOXSALEN,BORTEZOMIB,PC3,4114,387447,-1.773336097,-6.64078493,-55.84628502,-8.806648829,-9.191,antagonism
NILOTINIB,BORTEZOMIB,PC3,644241,387447,-1.449460146,-4.069687529,-42.41789928,-4.925207621,-6.459,antagonism
PAZOPANIB HYDROCHLORIDE,BORTEZOMIB,PC3,11525740,387447,-0.625536095,-1.321221932,-1.717121097,-0.742855698,0.6075,antagonism
RUXOLITINIB,BORTEZOMIB,PC3,25126798,387447,0.171964611,-0.143857155,-3.500232208,-1.782053925,3.2145,NA
THALIDOMIDE,BORTEZOMIB,PC3,5426,387447,-3.41755507,-6.988513484,-52.39109599,-6.463327967,-27.5665,antagonism
VEMURAFENIB,BORTEZOMIB,PC3,42611257,387447,0.407623341,0.975051776,-2.138007345,-0.478444981,1.1425,NA
ZOLINZA,BORTEZOMIB,PC3,5311,387447,-0.037903741,1.595938055,0.956083282,1.584538217,-11.592,NA
5-FLUORO-2'-DEOXYURIDINE,BUSULFAN,PC3,3363,2478,-5.490080737,-2.207636368,-2.037030877,-1.287035776,-4.9995,antagonism
5-FU,BUSULFAN,PC3,3385,2478,-3.088481341,-2.183007787,-7.628502803,0.335926868,10.3735,NA
ALTRETAMINE,BUSULFAN,PC3,2123,2478,-1.090795518,-9.345022571,-12.25935997,-10.24500054,-5.406,antagonism
AXITINIB,BUSULFAN,PC3,6450551,2478,-0.738875587,-2.10325717,-4.229445252,-4.387887259,2.3195,antagonism
CELECOXIB,BUSULFAN,PC3,2662,2478,-0.05239327,1.788103215,-0.587835642,0.25013109,0.485,NA
CHEMBL277800,BUSULFAN,PC3,354624,2478,1.011473211,0.186903442,-5.909723253,-5.897776147,1.653,NA
CHLORAMBUCIL,BUSULFAN,PC3,2708,2478,-5.083125032,-3.993180596,-4.396087036,-1.556208064,4.269,antagonism
CRIZOTINIB,BUSULFAN,PC3,11626560,2478,-3.685379863,-3.135030696,-7.50985611,-2.561589473,1.691,antagonism
DASATINIB,BUSULFAN,PC3,3062316,2478,-5.977174284,-3.605410585,-13.31819117,-2.019106333,-7.139,antagonism
DEXRAZOXANE,BUSULFAN,PC3,71384,2478,-6.485584267,0.221142589,-0.350474472,2.328903048,10.818,NA
EXEMESTANE,BUSULFAN,PC3,60198,2478,1.277217021,3.566522803,-6.12748292,5.114958603,23.522,NA
GEFITINIB,BUSULFAN,PC3,123631,2478,-4.440309163,2.27004928,-6.696119144,4.554403048,14.4965,NA
LAPATINIB,BUSULFAN,PC3,208908,2478,-2.76116752,-1.366832533,-0.650884889,-0.145461783,-0.95,antagonism
LENALIDOMIDE,BUSULFAN,PC3,216326,2478,-2.556837575,0.992341489,3.041589667,3.045038217,4.911,NA
LETROZOLE,BUSULFAN,PC3,3902,2478,-2.738025231,-2.284881536,-1.120075249,-1.084350689,-3.7355,antagonism
MEGESTROL ACETATE,BUSULFAN,PC3,11683,2478,0.331402115,-2.248362158,-5.219312028,-5.364109481,7.807,NA
MITOTANE,BUSULFAN,PC3,4211,2478,-3.401700125,-2.235782046,-0.326579874,-0.023126283,-3.802,antagonism
NILOTINIB,BUSULFAN,PC3,644241,2478,0.253089766,1.145579538,0.334864907,0.251173478,-0.101,synergy
PAZOPANIB HYDROCHLORIDE,BUSULFAN,PC3,11525740,2478,-2.208468062,-2.271125307,-1.426108544,-1.418033546,1.633,antagonism
RUXOLITINIB,BUSULFAN,PC3,25126798,2478,-1.129987922,-3.952625699,-5.392233642,-5.549887259,2.9845,antagonism
TEMOZOLOMIDE,BUSULFAN,PC3,5394,2478,5.218931359,-0.461950398,-6.413626733,-4.783331811,-0.8005,NA
THIOTEPA,BUSULFAN,PC3,5453,2478,-3.687998659,0.338557126,0.773414613,1.4307415,-0.524,NA
TRETINOIN,BUSULFAN,PC3,444795,2478,0.26379992,-1.809623252,-4.844933965,-4.396648829,-1.2305,NA
VEMURAFENIB,BUSULFAN,PC3,42611257,2478,-1.242996864,-3.61230353,-4.814333622,-4.972331703,3.6625,antagonism
ZOLINZA,BUSULFAN,PC3,5311,2478,-7.726460117,-3.813685679,-18.04293031,-1.6236331,7.9255,antagonism
5-FLUORO-2'-DEOXYURIDINE,CHEMBL277800,PC3,3363,354624,-5.091558799,-1.192850529,-3.631804927,-1.934944222,-1.153,antagonism
5-FU,CHEMBL277800,PC3,3385,354624,-10.43503833,-9.77516542,-3.833286295,-2.682197406,-7.054,antagonism
ALTRETAMINE,CHEMBL277800,PC3,2123,354624,-1.401492981,0.315029328,-12.94398853,-0.573752112,-1.46,NA
ANASTROZOLE,CHEMBL277800,PC3,2187,354624,-1.498638114,-1.714140007,-4.121035131,-2.414063937,-1.06875,antagonism
AXITINIB,CHEMBL277800,PC3,6450551,354624,4.160987878,5.603670961,-4.428728088,3.583055196,6.29,NA
CELECOXIB,CHEMBL277800,PC3,2662,354624,-0.563256031,2.167532305,-11.84972402,-0.824442814,3.8575,NA
CHLORAMBUCIL,CHEMBL277800,PC3,2708,354624,-11.46313643,-10.24428396,-5.8109988,-4.816830834,-10.4995,antagonism
CRIZOTINIB,CHEMBL277800,PC3,11626560,354624,0.03101801,5.050986175,3.02685944,6.949087787,4.202,synergy
DEXRAZOXANE,CHEMBL277800,PC3,71384,354624,-3.614527075,-1.925779663,1.499550009,2.662891388,-1.0865,NA
EXEMESTANE,CHEMBL277800,PC3,60198,354624,-4.445751458,-3.165521114,-0.958380766,-0.112909785,3.318,antagonism
GEFITINIB,CHEMBL277800,PC3,123631,354624,-0.967702511,1.22366769,5.328741066,6.258002499,5.531,NA
LENALIDOMIDE,CHEMBL277800,PC3,216326,354624,-0.534305728,0.131714649,-0.390621527,2.693282443,-1.994,NA
LETROZOLE,CHEMBL277800,PC3,3902,354624,-1.554282291,-1.126390875,-9.684571911,-2.381222833,0.848,antagonism
MEGESTROL ACETATE,CHEMBL277800,PC3,11683,354624,-1.252182101,0.425743389,-14.79380968,-2.329944804,-1.591,NA
NILOTINIB,CHEMBL277800,PC3,644241,354624,-1.65998623,-2.043767806,-12.95780771,-5.707619324,-4.128,antagonism
PAZOPANIB HYDROCHLORIDE,CHEMBL277800,PC3,11525740,354624,0.688882142,5.250580668,-3.133353488,5.733504666,3.6405,NA
RUXOLITINIB,CHEMBL277800,PC3,25126798,354624,1.452052863,6.066291038,-7.120608184,4.653610751,6.304,NA
TEMOZOLOMIDE,CHEMBL277800,PC3,5394,354624,-0.962798586,0.181004785,-6.869033135,-3.125667222,5.995,NA
THIOTEPA,CHEMBL277800,PC3,5453,354624,-4.813278622,-5.745971756,-8.457628139,-4.896859177,-3.2755,antagonism
TRETINOIN,CHEMBL277800,PC3,444795,354624,-3.031862167,-3.350474916,-13.71176236,-3.508557405,-1.249,antagonism
VEMURAFENIB,CHEMBL277800,PC3,42611257,354624,5.986521085,8.354028154,-2.345841898,7.121414554,9.0405,NA
5-FLUORO-2'-DEOXYURIDINE,DASATINIB,PC3,3363,3062316,-5.147140456,2.688363224,-0.144984651,1.411722556,10.7855,NA
5-FU,DASATINIB,PC3,3385,3062316,-4.030724147,-2.438810114,2.136571635,2.900366667,-7.7205,NA
ALTRETAMINE,DASATINIB,PC3,2123,3062316,-5.199619675,-0.669210443,0.36379562,2.134859111,6.891,NA
AXITINIB,DASATINIB,PC3,6450551,3062316,15.77792209,15.37832584,-3.472516479,13.22244607,15.97,NA
CELECOXIB,DASATINIB,PC3,2662,3062316,-1.478536938,8.269173586,-20.22418556,4.989860989,13.6295,NA
CHEMBL277800,DASATINIB,PC3,354624,3062316,-6.19563871,0.518560635,0.857615921,2.124074278,4.2115,NA
CHLORAMBUCIL,DASATINIB,PC3,2708,3062316,-6.25890629,-0.32698883,-8.582827248,3.938764222,7.2635,NA
CRIZOTINIB,DASATINIB,PC3,11626560,3062316,15.40440093,18.35470153,9.935194168,19.80439081,25.6075,synergy
DEXRAZOXANE,DASATINIB,PC3,71384,3062316,0.27639901,1.67774594,-8.011539383,5.446634111,4.3055,NA
EXEMESTANE,DASATINIB,PC3,60198,3062316,0.784640636,0.960677224,2.261842355,3.872056987,0.231,synergy
GEFITINIB,DASATINIB,PC3,123631,3062316,3.871171127,6.698546336,10.44933421,11.04332378,12.959,synergy
LENALIDOMIDE,DASATINIB,PC3,216326,3062316,3.785234085,0.260153985,-7.427362065,5.818560222,5.066,NA
LETROZOLE,DASATINIB,PC3,3902,3062316,-0.200132708,5.176583687,-10.55347389,-1.238887259,9.873,NA
MEGESTROL ACETATE,DASATINIB,PC3,11683,3062316,-0.785384316,2.556928388,-25.4425809,0.532668297,6.8005,NA
NILOTINIB,DASATINIB,PC3,644241,3062316,-0.345471267,3.600239202,-17.16499615,-2.51999837,10.5595,NA
PAZOPANIB HYDROCHLORIDE,DASATINIB,PC3,11525740,3062316,15.91005869,15.90097414,-13.68735632,17.08363109,14.1825,NA
RUXOLITINIB,DASATINIB,PC3,25126798,3062316,8.989201184,15.74669396,-16.56546744,14.23944607,17.278,NA
TEMOZOLOMIDE,DASATINIB,PC3,5394,3062316,-1.659201558,1.82253251,-27.33824627,0.087638767,5.8505,NA
THIOTEPA,DASATINIB,PC3,5453,3062316,-4.298716126,0.276618257,-11.12730566,1.766454381,2.621,NA
TRETINOIN,DASATINIB,PC3,444795,3062316,-0.354072068,2.6230021,-11.19388583,0.324192156,8.578,NA
VEMURAFENIB,DASATINIB,PC3,42611257,3062316,12.22714799,13.82438542,-14.01108869,12.54100163,16.7855,NA
ZOLINZA,DASATINIB,PC3,5311,3062316,-5.501338391,-0.643447101,1.501358657,2.189846444,6.2945,NA
5-FLUORO-2'-DEOXYURIDINE,ERLOTINIB HYDROCHLORIDE,PC3,3363,176871,-4.259624822,-2.365363461,-1.308477596,-1.09237473,0.8505,antagonism
5-FU,ERLOTINIB HYDROCHLORIDE,PC3,3385,176871,5.471782385,3.450148015,3.966831782,4.959892992,15.1735,synergy
ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,PC3,2094,176871,0.136711804,3.317623159,1.427847211,1.921852956,2.942,synergy
ALTRETAMINE,ERLOTINIB HYDROCHLORIDE,PC3,2123,176871,-0.715381862,1.937148181,1.011071285,1.021779408,2.6645,NA
AMIFOSTINE,ERLOTINIB HYDROCHLORIDE,PC3,2141,176871,-3.488084446,-4.618049415,-38.28421298,-0.491327778,-5.262,antagonism
ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,PC3,2187,176871,-2.317725035,0.001797225,3.755966243,0.089781444,-0.6215,NA
AXITINIB,ERLOTINIB HYDROCHLORIDE,PC3,6450551,176871,0.262367567,-0.122365031,-2.461661423,-2.453553925,1.4625,NA
BUSULFAN,ERLOTINIB HYDROCHLORIDE,PC3,2478,176871,0.437737492,3.276770793,3.199036428,3.356405622,2.6815,synergy
CELECOXIB,ERLOTINIB HYDROCHLORIDE,PC3,2662,176871,1.276461966,3.712116324,-0.456027088,-0.282067311,1.404,NA
CHEMBL277800,ERLOTINIB HYDROCHLORIDE,PC3,354624,176871,-1.407475851,0.561624807,-2.897683763,-2.7716107,4.688,NA
CHLORAMBUCIL,ERLOTINIB HYDROCHLORIDE,PC3,2708,176871,-7.057217132,-4.206231772,-2.950688673,-2.601311561,3.6715,antagonism
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,PC3,11626560,176871,-2.018029875,3.207999516,-0.296772163,3.211188305,8.2,NA
DASATINIB,ERLOTINIB HYDROCHLORIDE,PC3,3062316,176871,10.3821343,13.39473229,-2.472724443,13.16307053,11.843,NA
DEXRAZOXANE,ERLOTINIB HYDROCHLORIDE,PC3,71384,176871,1.581156619,0.709172452,2.126155847,2.320410661,5.851,synergy
EXEMESTANE,ERLOTINIB HYDROCHLORIDE,PC3,60198,176871,0.077610475,-0.13405777,1.464502119,1.400892992,19.476,NA
GEFITINIB,ERLOTINIB HYDROCHLORIDE,PC3,123631,176871,-3.901601934,2.643281037,3.677580832,4.409726326,6.7725,NA
IFOSFAMIDE,ERLOTINIB HYDROCHLORIDE,PC3,3690,176871,-2.369485555,-4.801299379,-53.5392969,-1.505297321,-6.1715,antagonism
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,PC3,57469,176871,-4.367258779,-3.024863456,1.032450328,1.149782889,-3.173,NA
LAPATINIB,ERLOTINIB HYDROCHLORIDE,PC3,208908,176871,0.026661427,2.393453299,2.005672543,1.820805684,0.7985,synergy
LENALIDOMIDE,ERLOTINIB HYDROCHLORIDE,PC3,216326,176871,9.97424854,6.791350694,8.6670674,8.680892992,6.023,synergy
LETROZOLE,ERLOTINIB HYDROCHLORIDE,PC3,3902,176871,-0.355665985,0.412579096,-2.013104803,-1.052410589,0.9665,NA
MEGESTROL ACETATE,ERLOTINIB HYDROCHLORIDE,PC3,11683,176871,0.505755331,0.636467438,-2.552790829,-2.542776147,-0.536,NA
METHOXSALEN,ERLOTINIB HYDROCHLORIDE,PC3,4114,176871,-2.433178036,-3.680666612,-28.73581327,-1.3065619,-2.788,antagonism
MITOTANE,ERLOTINIB HYDROCHLORIDE,PC3,4211,176871,1.932122099,2.422314633,-8.621116033,-3.267776147,4.7435,NA
NILOTINIB,ERLOTINIB HYDROCHLORIDE,PC3,644241,176871,-0.734342142,2.907089808,3.841106041,2.531960558,4.421,NA
PAZOPANIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,PC3,11525740,176871,-1.646233964,0.846712237,2.152951922,2.08548962,1.5285,NA
PROCARBAZINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,PC3,9703,176871,2.525374197,-2.176178502,-16.7272486,2.027559556,-1.7305,NA
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,PC3,25126798,176871,-0.082007076,-0.845408209,-2.484492522,-2.475220592,-2.3765,antagonism
TEMOZOLOMIDE,ERLOTINIB HYDROCHLORIDE,PC3,5394,176871,1.271857371,0.962152612,-9.251464842,-3.385554,5.0185,NA
THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,PC3,5426,176871,1.13125515,-0.846412115,-29.53412153,2.870093772,-0.8125,NA
THIOTEPA,ERLOTINIB HYDROCHLORIDE,PC3,5453,176871,-3.749580093,-0.931312227,0.519471078,0.669781111,4.6605,NA
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,PC3,60699,176871,3.446290218,4.631266087,5.924690747,7.743189111,6.282,synergy
TRETINOIN,ERLOTINIB HYDROCHLORIDE,PC3,444795,176871,0.143341029,-2.251982628,-7.222108203,-4.985553925,-0.9925,NA
