drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
LENALIDOMIDE,AMIFOSTINE,MCF7,216326,2141,1.034814419,-4.324837137,-6.273615055,-7.777798278,-2.585,NA
LETROZOLE,AMIFOSTINE,MCF7,3902,2141,7.131172657,4.826363737,-5.932312687,-5.297776147,7.3295,NA
MEGESTROL ACETATE,AMIFOSTINE,MCF7,11683,2141,6.726846098,9.48432327,-1.80161814,-0.682887259,12.5915,NA
METHOXSALEN,AMIFOSTINE,MCF7,4114,2141,-1.286352621,-0.481115847,1.084889946,-0.025473922,0.41,NA
MITOTANE,AMIFOSTINE,MCF7,4211,2141,8.683981041,-3.36899282,1.654388469,-1.664791989,-5.849,NA
NILOTINIB,AMIFOSTINE,MCF7,644241,2141,1.651949213,-1.015074342,-3.131351957,-4.4698712,-2.1795,NA
PAZOPANIB HYDROCHLORIDE,AMIFOSTINE,MCF7,11525740,2141,2.007083512,-5.486870666,-8.261717205,-8.415918533,-6.8925,NA
PROCARBAZINE HYDROCHLORIDE,AMIFOSTINE,MCF7,9703,2141,-1.252626946,-1.879516839,-2.125359401,-2.463178311,-1.141,antagonism
RUXOLITINIB,AMIFOSTINE,MCF7,25126798,2141,-0.321038755,0.140321489,-3.076433463,-1.340888067,6.1475,NA
TEMOZOLOMIDE,AMIFOSTINE,MCF7,5394,2141,-1.588868711,-3.804398119,-2.366527945,-2.805603379,-4.441,antagonism
THALIDOMIDE,AMIFOSTINE,MCF7,5426,2141,-0.984430334,-2.953308301,-3.216604015,-3.471029444,-3.6535,antagonism
THIOTEPA,AMIFOSTINE,MCF7,5453,2141,-3.411726781,-1.775102083,-5.060810387,-0.089124556,-2.1545,antagonism
TRETINOIN,AMIFOSTINE,MCF7,444795,2141,-4.817791863,-2.301008945,-10.18306209,-0.590218778,-0.36,antagonism
VEMURAFENIB,AMIFOSTINE,MCF7,42611257,2141,0.695952273,-5.022053576,-5.901080305,-6.502252222,-6.9635,NA
ZOLINZA,AMIFOSTINE,MCF7,5311,2141,-0.377065263,1.110912027,-17.23150554,-6.838276347,11.1165,NA
5-FLUORO-2'-DEOXYURIDINE,ANASTROZOLE,MCF7,3363,2187,-3.141094024,-1.235502033,-4.694864905,-0.066884785,-2.1915,antagonism
5-FU,ANASTROZOLE,MCF7,3385,2187,8.364770481,6.790166482,8.225543931,8.514227778,1.9325,synergy
ALTRETAMINE,ANASTROZOLE,MCF7,2123,2187,-0.098855423,-1.94160869,-6.544792741,-5.225505978,-3.2055,antagonism
AXITINIB,ANASTROZOLE,MCF7,6450551,2187,-1.370093374,0.49866838,0.867584231,1.044163144,0.3505,NA
BUSULFAN,ANASTROZOLE,MCF7,2478,2187,-3.583047173,-4.6161867,-1.676274059,-1.994754889,-1.471,antagonism
CELECOXIB,ANASTROZOLE,MCF7,2662,2187,-0.641386721,-5.2867958,-3.440741029,-5.114472468,-4.9185,antagonism
CHLORAMBUCIL,ANASTROZOLE,MCF7,2708,2187,-9.550577923,-3.599232428,-2.0810313,-1.960357611,8.1915,antagonism
CRIZOTINIB,ANASTROZOLE,MCF7,11626560,2187,-0.508627094,1.899587725,1.334889624,1.521885367,-0.8,NA
DASATINIB,ANASTROZOLE,MCF7,3062316,2187,0.503284767,-0.922006894,-1.9662329,-3.313021667,-3.0525,NA
DEXRAZOXANE,ANASTROZOLE,MCF7,71384,2187,-5.702430598,-5.511088619,-3.976007797,-3.778232111,-4.1855,antagonism
EXEMESTANE,ANASTROZOLE,MCF7,60198,2187,-6.877374055,-4.72365682,-4.467414807,-4.744975144,-2.1635,antagonism
GEFITINIB,ANASTROZOLE,MCF7,123631,2187,-3.324835517,-2.285544944,0.254031188,0.043115215,1.35,NA
LAPATINIB,ANASTROZOLE,MCF7,208908,2187,-0.988137855,-1.611754799,-1.181255053,-1.488276347,-2.9065,antagonism
LENALIDOMIDE,ANASTROZOLE,MCF7,216326,2187,-2.455710069,-6.514709828,-3.808458685,-4.230179017,-7.267,antagonism
LETROZOLE,ANASTROZOLE,MCF7,3902,2187,1.408795291,-1.551037222,-5.525953461,-6.31999837,-2.6935,NA
MEGESTROL ACETATE,ANASTROZOLE,MCF7,11683,2187,2.905797397,0.451552104,-11.51462796,-10.33617322,-1.3485,NA
MITOTANE,ANASTROZOLE,MCF7,4211,2187,-3.476106444,-3.036085593,-1.722968287,-1.049993456,-2.9415,antagonism
PAZOPANIB HYDROCHLORIDE,ANASTROZOLE,MCF7,11525740,2187,1.076615537,-1.481602663,-5.328788506,-4.336616911,-3.3945,NA
RUXOLITINIB,ANASTROZOLE,MCF7,25126798,2187,0.516825728,3.27845103,2.605355271,2.632163144,4.6025,synergy
TEMOZOLOMIDE,ANASTROZOLE,MCF7,5394,2187,0.372034684,-4.201062621,-3.264231806,-5.048577189,-6.8685,NA
THIOTEPA,ANASTROZOLE,MCF7,5453,2187,-2.523228112,0.763177428,0.189642495,0.078700424,-1.532,NA
TRETINOIN,ANASTROZOLE,MCF7,444795,2187,-1.899399176,1.273784352,1.730197206,2.459738444,-0.061,NA
VEMURAFENIB,ANASTROZOLE,MCF7,42611257,2187,0.498110038,0.055734689,-2.101423629,-1.232394688,3.363,NA
5-FLUORO-2'-DEOXYURIDINE,BORTEZOMIB,MCF7,3363,387447,-11.03050804,-4.005021775,-2.456632863,-2.082128222,12.3425,antagonism
5-FU,BORTEZOMIB,MCF7,3385,387447,1.284752741,0.621851978,0.359734871,0.364892992,-11.676,synergy
ALLOPURINOL,BORTEZOMIB,MCF7,2094,387447,-9.530394935,-3.119989734,-35.48593977,-2.316920078,14.7505,antagonism
ALTRETAMINE,BORTEZOMIB,MCF7,2123,387447,1.318468699,-0.687292687,-5.131539591,-4.077667203,2.1355,NA
AMIFOSTINE,BORTEZOMIB,MCF7,2141,387447,-5.510684073,-4.065715359,-28.77043133,-2.7577164,10.342,antagonism
ANASTROZOLE,BORTEZOMIB,MCF7,2187,387447,-8.421122066,-2.238290389,-6.957437872,-2.513272022,9.5365,antagonism
AXITINIB,BORTEZOMIB,MCF7,6450551,387447,-1.410845565,5.816245489,4.568651285,4.956855106,6.891,NA
BUSULFAN,BORTEZOMIB,MCF7,2478,387447,-7.683300788,-3.079572121,-18.53290413,-0.625521561,9.335,antagonism
CELECOXIB,BORTEZOMIB,MCF7,2662,387447,-6.346015499,-3.881731069,-50.72059568,-1.541076906,5.505,antagonism
CHEMBL277800,BORTEZOMIB,MCF7,354624,387447,2.29909892,2.812651813,1.058498001,2.426812,0.8195,synergy
CHLORAMBUCIL,BORTEZOMIB,MCF7,2708,387447,-3.316704087,-5.092325038,-5.400736841,-5.399107008,7.6805,antagonism
CRIZOTINIB,BORTEZOMIB,MCF7,11626560,387447,-1.565602761,0.224967552,-1.708913503,-1.195841746,-6.76,NA
DASATINIB,BORTEZOMIB,MCF7,3062316,387447,-9.274946192,-6.144875133,-5.107907903,-3.147743778,3.0735,antagonism
DEXRAZOXANE,BORTEZOMIB,MCF7,71384,387447,-0.95758099,0.071195778,0.0133497,-0.255466582,1.5165,NA
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,MCF7,176871,387447,16.70427899,25.23873624,23.71669133,24.33796508,24.468,synergy
EXEMESTANE,BORTEZOMIB,MCF7,60198,387447,2.043290499,3.37427038,2.595180616,2.003638444,1.16,synergy
GEFITINIB,BORTEZOMIB,MCF7,123631,387447,-3.175664827,-0.625814635,-0.482164702,-0.972884785,2.729,antagonism
IFOSFAMIDE,BORTEZOMIB,MCF7,3690,387447,-8.809254364,-3.033202948,-17.18717576,-0.996318889,8.2755,antagonism
IMIQUIMOD,BORTEZOMIB,MCF7,57469,387447,-4.768162243,-4.061305294,-3.13691325,-1.1990814,-1.8005,antagonism
LAPATINIB,BORTEZOMIB,MCF7,208908,387447,-9.964144321,-2.540086137,-10.68578782,0.083081056,11.9325,NA
LENALIDOMIDE,BORTEZOMIB,MCF7,216326,387447,-0.783912826,-0.106042769,0.368122539,-0.469995896,0.373,NA
LETROZOLE,BORTEZOMIB,MCF7,3902,387447,-9.663027363,-4.246339177,-13.3298885,-1.18979295,5.622,antagonism
MEGESTROL ACETATE,BORTEZOMIB,MCF7,11683,387447,4.25267673,-0.06930292,-12.24087292,-11.1783317,-0.33,NA
METHOXSALEN,BORTEZOMIB,MCF7,4114,387447,-10.06434648,-6.811752006,-8.610326398,-2.933239333,1.7755,antagonism
MITOTANE,BORTEZOMIB,MCF7,4211,387447,-3.624572586,-1.126873384,-20.11166041,-2.42187439,20.2675,antagonism
NILOTINIB,BORTEZOMIB,MCF7,644241,387447,-7.519782491,-4.108174962,-6.769865708,-1.181305222,8.002,antagonism
PAZOPANIB HYDROCHLORIDE,BORTEZOMIB,MCF7,11525740,387447,9.940972305,2.113161508,-1.88942848,-0.826887259,3.358,NA
RUXOLITINIB,BORTEZOMIB,MCF7,25126798,387447,-0.149515452,4.297664899,1.984126131,2.690767224,6.1475,NA
TEMOZOLOMIDE,BORTEZOMIB,MCF7,5394,387447,-7.075645377,-3.259105505,-27.62083074,-4.427429823,14.0135,antagonism
THALIDOMIDE,BORTEZOMIB,MCF7,5426,387447,-10.09397523,-7.00802961,-3.66358921,-3.611146799,-2.302,antagonism
THIOTEPA,BORTEZOMIB,MCF7,5453,387447,-9.271663321,-2.133199246,-9.583560468,-1.76547879,16.011,antagonism
TOPOTECAN HYDROCHLORIDE,BORTEZOMIB,MCF7,60699,387447,-13.21188506,-4.118597178,-1.603362434,0.972299787,12.9595,NA
TRETINOIN,BORTEZOMIB,MCF7,444795,387447,-8.808795281,1.019656548,-6.132949787,1.257855343,19.9365,NA
VEMURAFENIB,BORTEZOMIB,MCF7,42611257,387447,0.920443638,2.330941446,-0.058095147,0.723378509,3.598,NA
ZOLINZA,BORTEZOMIB,MCF7,5311,387447,-8.246450378,-0.441930545,-7.950760019,1.209747711,26.773,NA
5-FLUORO-2'-DEOXYURIDINE,BUSULFAN,MCF7,3363,2478,-1.690492643,2.471292536,-6.802360039,0.492033757,5.94,NA
5-FU,BUSULFAN,MCF7,3385,2478,-0.121305656,0.249297315,-3.842704481,2.977315757,-7.2815,NA
ALTRETAMINE,BUSULFAN,MCF7,2123,2478,-0.413795798,0.863753215,-4.886339601,-2.443472344,1.0455,NA
AXITINIB,BUSULFAN,MCF7,6450551,2478,-4.00981605,-4.122441231,-6.752019741,-4.538505354,-9.715,antagonism
CELECOXIB,BUSULFAN,MCF7,2662,2478,-2.502435545,-2.095918751,4.852756041,-0.069969,-3.568,NA
CHEMBL277800,BUSULFAN,MCF7,354624,2478,1.721538977,1.971917541,-2.339727956,-1.391222758,4.233,NA
CHLORAMBUCIL,BUSULFAN,MCF7,2708,2478,-10.74418985,-5.306785665,-10.08158637,-3.549708064,2.6995,antagonism
CRIZOTINIB,BUSULFAN,MCF7,11626560,2478,-3.569239323,-2.807236696,-7.054883512,-3.003789496,-12.7725,antagonism
DASATINIB,BUSULFAN,MCF7,3062316,2478,-1.389720617,-1.236650186,8.556203542,0.796448548,0.827,NA
DEXRAZOXANE,BUSULFAN,MCF7,71384,2478,-5.091538199,-1.822000391,-6.727256271,-1.063456527,-5.434,antagonism
EXEMESTANE,BUSULFAN,MCF7,60198,2478,-3.659168635,1.080343479,-9.514796589,0.598450098,1.5335,NA
GEFITINIB,BUSULFAN,MCF7,123631,2478,5.199528394,0.934092312,-5.496621531,2.160760439,-3.801,NA
LAPATINIB,BUSULFAN,MCF7,208908,2478,-3.597898539,0.722156832,7.460004468,2.826448548,1.5065,NA
LENALIDOMIDE,BUSULFAN,MCF7,216326,2478,-0.200312613,4.815612733,3.412269448,4.77087155,-2.437,NA
LETROZOLE,BUSULFAN,MCF7,3902,2478,-1.741713383,-0.310497656,6.673241961,1.771139273,-1.5565,NA
MEGESTROL ACETATE,BUSULFAN,MCF7,11683,2478,0.977088015,-2.361998274,-15.48208066,-12.87877615,-4.6675,NA
MITOTANE,BUSULFAN,MCF7,4211,2478,1.117094952,1.860238538,1.01704996,-0.666384586,3.7415,NA
NILOTINIB,BUSULFAN,MCF7,644241,2478,-3.00319581,-4.650082514,1.932076463,-2.806636578,-5.4505,NA
PAZOPANIB HYDROCHLORIDE,BUSULFAN,MCF7,11525740,2478,-1.416277415,-0.861802279,-6.279315781,-3.700980021,-2.12,antagonism
RUXOLITINIB,BUSULFAN,MCF7,25126798,2478,-2.742546292,-5.935228599,-9.083646097,-7.299773289,-8.1975,antagonism
TEMOZOLOMIDE,BUSULFAN,MCF7,5394,2478,2.071548046,3.364139566,-1.504170432,-1.231934309,3.319,NA
THIOTEPA,BUSULFAN,MCF7,5453,2478,-1.216986764,-1.308939525,-35.80861285,-2.605772778,4.3635,antagonism
TRETINOIN,BUSULFAN,MCF7,444795,2478,-0.061825547,6.018901627,-3.419709977,2.762033757,6.6795,NA
VEMURAFENIB,BUSULFAN,MCF7,42611257,2478,-2.307933383,-2.03022188,-3.946705314,-3.782382233,-3.2075,antagonism
ZOLINZA,BUSULFAN,MCF7,5311,2478,-8.713847428,0.386836066,0.882735866,1.086166278,25.7715,NA
5-FLUORO-2'-DEOXYURIDINE,CHEMBL277800,MCF7,3363,354624,-1.236310623,2.085708443,-5.852230978,0.218700424,1.1855,NA
5-FU,CHEMBL277800,MCF7,3385,354624,0.528133211,0.713050492,4.886920611,5.457649091,1.468,synergy
ALTRETAMINE,CHEMBL277800,MCF7,2123,354624,-2.315353577,-1.448233806,-28.57518602,-4.463109481,3.8315,antagonism
ANASTROZOLE,CHEMBL277800,MCF7,2187,354624,0.307131466,-2.802377514,-3.916938405,-4.866112512,-2.95425,NA
AXITINIB,CHEMBL277800,MCF7,6450551,354624,-0.344284042,4.130078148,-2.662123287,3.844033994,11.0805,NA
CELECOXIB,CHEMBL277800,MCF7,2662,354624,0.681139728,-1.487382308,-3.568172613,-2.7966327,-2.0905,NA
CHLORAMBUCIL,CHEMBL277800,MCF7,2708,354624,-12.18743941,-6.011058946,-3.936114349,-3.266485841,-3.3265,antagonism
CRIZOTINIB,CHEMBL277800,MCF7,11626560,354624,-4.28548997,-1.346994858,-7.169102674,-1.603743784,0.6185,antagonism
DEXRAZOXANE,CHEMBL277800,MCF7,71384,354624,-5.089880658,0.068744428,-2.412362875,2.107099028,8.915,NA
EXEMESTANE,CHEMBL277800,MCF7,60198,354624,-6.538184228,0.577679492,-6.357452844,0.907561209,8.0655,NA
GEFITINIB,CHEMBL277800,MCF7,123631,354624,-5.435327129,1.919656079,2.780558407,2.964538217,17.191,NA
LENALIDOMIDE,CHEMBL277800,MCF7,216326,354624,-0.518505226,0.400378779,-12.56823969,0.422093772,7.946,NA
LETROZOLE,CHEMBL277800,MCF7,3902,354624,3.904564266,1.191742651,-6.787292708,-6.197776147,1.542,NA
MEGESTROL ACETATE,CHEMBL277800,MCF7,11683,354624,1.542480839,1.392980211,-28.13386173,-8.51099837,15.1225,NA
NILOTINIB,CHEMBL277800,MCF7,644241,354624,4.204633597,0.498147176,-8.504748798,-7.747776147,0.76,NA
PAZOPANIB HYDROCHLORIDE,CHEMBL277800,MCF7,11525740,354624,-2.038818293,0.122240166,-19.19790013,-2.498887259,7.3615,NA
RUXOLITINIB,CHEMBL277800,MCF7,25126798,354624,-5.452452,2.945436724,-2.233315753,1.779192156,10.7105,NA
TEMOZOLOMIDE,CHEMBL277800,MCF7,5394,354624,1.829565003,2.035607668,-4.403007852,-3.707165236,5.2445,NA
THIOTEPA,CHEMBL277800,MCF7,5453,354624,-2.594789082,-1.726625587,-2.190799006,-2.056885489,3.8985,antagonism
TRETINOIN,CHEMBL277800,MCF7,444795,354624,0.270480481,5.055945706,1.47107476,2.213120056,9.6825,synergy
VEMURAFENIB,CHEMBL277800,MCF7,42611257,354624,-3.137492206,4.505050063,-11.17663727,3.107323782,13.016,NA
5-FLUORO-2'-DEOXYURIDINE,DASATINIB,MCF7,3363,3062316,-3.940927328,-0.236384398,-3.943236681,0.449855106,4.796,NA
5-FU,DASATINIB,MCF7,3385,3062316,3.621707951,4.1197604,-0.522535487,-0.455106889,4.8195,NA
ALTRETAMINE,DASATINIB,MCF7,2123,3062316,4.202256853,6.338454661,-5.055374546,-2.064350672,11.331,NA
AXITINIB,DASATINIB,MCF7,6450551,3062316,-2.403518242,2.415061388,2.364867375,2.774964224,2.616,NA
CELECOXIB,DASATINIB,MCF7,2662,3062316,-0.528303126,1.780841221,0.321536832,0.472020911,4.6825,NA
CHEMBL277800,DASATINIB,MCF7,354624,3062316,-2.586288585,-2.624250543,-1.741221073,-1.8125698,-1.2175,antagonism
CHLORAMBUCIL,DASATINIB,MCF7,2708,3062316,0.498190268,6.149377186,-0.338929719,0.411426868,7.4735,NA
CRIZOTINIB,DASATINIB,MCF7,11626560,3062316,-1.634200472,0.336079146,-0.673623953,-0.201220791,-2.8895,NA
DEXRAZOXANE,DASATINIB,MCF7,71384,3062316,-0.400492222,9.020353408,2.446579834,2.478313616,14.5685,NA
EXEMESTANE,DASATINIB,MCF7,60198,3062316,-1.698868262,-1.062072506,-6.830653575,-6.614130828,38.279,antagonism
GEFITINIB,DASATINIB,MCF7,123631,3062316,-0.342005402,4.009911777,-2.02061001,-2.490884785,13.183,NA
LENALIDOMIDE,DASATINIB,MCF7,216326,3062316,2.994968972,2.948534351,-3.620935123,-3.798106656,3.4435,NA
LETROZOLE,DASATINIB,MCF7,3902,3062316,0.251396124,4.126596153,-0.799132192,-0.689206814,5.1985,NA
MEGESTROL ACETATE,DASATINIB,MCF7,11683,3062316,8.248712393,11.30720407,-10.53851944,-4.041999667,14.6355,NA
NILOTINIB,DASATINIB,MCF7,644241,3062316,0.010303796,1.228819957,-2.757595735,-2.587165222,11.021,NA
PAZOPANIB HYDROCHLORIDE,DASATINIB,MCF7,11525740,3062316,0.717224916,1.518134295,-5.916223532,-1.352887259,4.2965,NA
RUXOLITINIB,DASATINIB,MCF7,25126798,3062316,-0.686702059,2.434646909,1.160821559,1.607834764,6.152,NA
TEMOZOLOMIDE,DASATINIB,MCF7,5394,3062316,5.380444742,4.578986037,-2.935248226,-2.285553925,13.3435,NA
THIOTEPA,DASATINIB,MCF7,5453,3062316,-1.616448503,0.93477734,-2.147500818,-1.716054125,14.377,NA
TRETINOIN,DASATINIB,MCF7,444795,3062316,0.687747058,3.065740753,-3.501984412,-3.207166778,5.4475,NA
VEMURAFENIB,DASATINIB,MCF7,42611257,3062316,-0.097376655,3.231353206,-1.929726856,1.93600163,4.7205,NA
ZOLINZA,DASATINIB,MCF7,5311,3062316,-5.733962363,-6.373313653,-6.88109691,-5.655773674,7.98,antagonism
5-FLUORO-2'-DEOXYURIDINE,ERLOTINIB HYDROCHLORIDE,MCF7,3363,176871,-7.591713022,-4.43829978,-15.10723301,-1.866884785,1.6435,antagonism
5-FU,ERLOTINIB HYDROCHLORIDE,MCF7,3385,176871,4.280294242,7.463388694,7.368588713,8.168448548,0.9225,synergy
ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,MCF7,2094,176871,1.33231065,3.533018392,1.474089866,1.469501511,3.876,synergy
ALTRETAMINE,ERLOTINIB HYDROCHLORIDE,MCF7,2123,176871,0.733472739,1.518598651,-17.14435123,-1.815609481,5.2885,NA
AMIFOSTINE,ERLOTINIB HYDROCHLORIDE,MCF7,2141,176871,0.570215515,-0.450854674,-0.996605948,-2.719717922,-0.7285,NA
ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,MCF7,2187,176871,-0.460532438,-1.283549604,-0.860909043,-2.149106962,0.116,antagonism
AXITINIB,ERLOTINIB HYDROCHLORIDE,MCF7,6450551,176871,0.75998058,6.923145404,6.010820057,6.854232158,7.437,synergy
BUSULFAN,ERLOTINIB HYDROCHLORIDE,MCF7,2478,176871,0.416647633,5.096545769,3.005490345,2.787233348,10.8175,synergy
CELECOXIB,ERLOTINIB HYDROCHLORIDE,MCF7,2662,176871,0.187551191,-1.494276497,-1.835595212,-2.552593621,-0.9855,NA
CHEMBL277800,ERLOTINIB HYDROCHLORIDE,MCF7,354624,176871,-1.019554403,0.355227131,-2.104354699,-1.874583573,0.44,NA
CHLORAMBUCIL,ERLOTINIB HYDROCHLORIDE,MCF7,2708,176871,-1.398883588,1.207459107,0.81840285,1.939704646,8.888,NA
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,MCF7,11626560,176871,-2.755122609,5.050029086,2.664485936,4.236223653,5.603,NA
DASATINIB,ERLOTINIB HYDROCHLORIDE,MCF7,3062316,176871,0.084983837,-0.337438309,-1.475182373,-1.205773674,1.202,NA
DEXRAZOXANE,ERLOTINIB HYDROCHLORIDE,MCF7,71384,176871,-6.840025786,-1.834338397,-2.737866236,-1.015900972,-0.098,antagonism
EXEMESTANE,ERLOTINIB HYDROCHLORIDE,MCF7,60198,176871,-6.837110839,-3.612258252,-6.693908923,-4.327639334,-3.5325,antagonism
GEFITINIB,ERLOTINIB HYDROCHLORIDE,MCF7,123631,176871,-3.432600892,0.041802808,0.450325619,0.994115215,7.214,NA
IFOSFAMIDE,ERLOTINIB HYDROCHLORIDE,MCF7,3690,176871,-1.418253271,-3.817878301,-2.607960795,-4.21132923,-5.283,antagonism
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,MCF7,57469,176871,0.592327218,-0.108856669,-1.366868256,-1.740192578,2.111,NA
LAPATINIB,ERLOTINIB HYDROCHLORIDE,MCF7,208908,176871,1.401621693,1.164324238,0.250779988,-1.147495636,-0.0215,NA
LENALIDOMIDE,ERLOTINIB HYDROCHLORIDE,MCF7,216326,176871,-1.702710103,-4.175632853,-6.518336041,-3.185075273,-2.206,antagonism
